REFERENCE_NUMBER,NUMBER_OF_VEHICLES,FULL_DATE,FULL_TIME,ROAD_CLASS,ROAD_SURFACE_CODE,LIGHTING_CODE,WEATHER_CODE,CASUALTY_NUMBER,CASUALTY_CLASS,SEX_OF_CASUALTY,AGE_OF_CASUALTY,CASUALTY_SEVERITY,VEHICLE_1,VEHICLE_2,VEHICLE_3,VEHICLE_4,VEHICLE_5,VEHICLE_6,VEHICLE_7,VEHICLE_8,VEHICLE_9,VEHICLE_10
76Q1858,2,26/06/2020,1849,4,2,7,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
76Q1858,2,26/06/2020,1849,4,2,7,1,2,2,2,27,3,9,9,0,0,0,0,0,0,0,0
76Q1858,2,26/06/2020,1849,4,2,7,1,3,2,2,27,3,9,9,0,0,0,0,0,0,0,0
76R0540,1,27/06/2020,800,6,2,1,2,1,2,1,23,3,9,0,0,0,0,0,0,0,0,0
76S0011,1,28/06/2020,4,6,1,4,1,1,2,2,25,3,9,0,0,0,0,0,0,0,0,0
76S0311,2,27/06/2020,2330,1,1,7,8,1,1,2,25,3,9,9,0,0,0,0,0,0,0,0
76S1669,2,28/06/2020,2028,6,2,1,8,1,3,2,41,3,9,9,0,0,0,0,0,0,0,0
76T0665,1,28/06/2020,1900,3,1,1,1,1,3,2,15,3,9,0,0,0,0,0,0,0,0,0
76T0776,1,29/06/2020,1401,6,1,1,1,1,3,2,26,3,19,0,0,0,0,0,0,0,0,0
76T1049,2,29/06/2020,1610,3,1,1,1,1,2,2,45,3,8,8,0,0,0,0,0,0,0,0
76U0825,1,30/06/2020,1410,6,1,1,1,1,1,1,25,3,9,0,0,0,0,0,0,0,0,0
76U1060,2,30/06/2020,1611,6,1,1,1,1,1,1,27,3,9,9,0,0,0,0,0,0,0,0
76U1332,3,30/06/2020,1800,6,1,1,1,1,1,1,50,3,9,9,9,0,0,0,0,0,0,0
76U1332,3,30/06/2020,1800,6,1,1,1,2,1,1,45,3,9,9,9,0,0,0,0,0,0,0
7711481,1,01/07/2020,1830,6,1,1,1,1,3,1,15,3,9,0,0,0,0,0,0,0,0,0
7720677,2,02/07/2020,1000,6,1,1,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
7721373,2,02/07/2020,1819,3,1,1,1,1,1,1,53,3,9,1,0,0,0,0,0,0,0,0
7721643,1,02/07/2020,2028,4,1,1,1,1,1,1,51,2,9,0,0,0,0,0,0,0,0,0
7730555,2,03/07/2020,1150,3,2,1,1,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
7730969,2,03/07/2020,1610,6,1,1,1,1,1,2,12,3,1,19,0,0,0,0,0,0,0,0
7731032,2,03/07/2020,1545,3,1,1,1,1,2,2,49,3,9,9,0,0,0,0,0,0,0,0
7731091,2,03/07/2020,1120,3,1,1,1,1,1,2,21,3,20,9,0,0,0,0,0,0,0,0
7731796,1,03/07/2020,2118,6,1,1,1,1,3,1,4,3,9,0,0,0,0,0,0,0,0,0
7740300,1,04/07/2020,455,6,1,1,1,1,1,1,33,3,9,0,0,0,0,0,0,0,0,0
7740830,2,04/07/2020,1315,3,1,1,1,1,1,1,14,3,9,1,0,0,0,0,0,0,0,0
7741018,2,04/07/2020,1455,3,1,1,1,1,1,1,47,2,9,1,0,0,0,0,0,0,0,0
7741438,2,04/07/2020,1755,6,1,1,1,1,1,1,48,3,9,19,0,0,0,0,0,0,0,0
7741697,1,04/07/2020,1900,6,1,1,1,1,2,2,71,3,9,0,0,0,0,0,0,0,0,0
7742091,1,04/07/2020,2202,4,1,1,4,1,2,2,20,3,9,0,0,0,0,0,0,0,0,0
7742091,1,04/07/2020,2202,4,1,1,4,2,2,2,20,3,9,0,0,0,0,0,0,0,0,0
7751543,2,05/07/2020,1330,6,1,1,1,1,1,1,27,3,19,1,0,0,0,0,0,0,0,0
7752163,1,05/07/2020,2325,1,2,4,2,1,1,1,25,3,9,0,0,0,0,0,0,0,0,0
7760199,2,06/07/2020,614,3,2,1,2,1,1,2,34,3,9,9,0,0,0,0,0,0,0,0
7760466,2,06/07/2020,1050,3,1,1,1,1,1,1,81,3,9,9,0,0,0,0,0,0,0,0
7760548,3,28/06/2020,2230,3,1,7,1,1,1,1,46,3,9,9,9,0,0,0,0,0,0,0
7760847,2,06/07/2020,1357,3,1,1,1,1,1,1,69,3,9,9,0,0,0,0,0,0,0,0
7770464,2,07/07/2020,1726,6,1,1,1,1,1,1,50,3,8,9,0,0,0,0,0,0,0,0
7770796,1,07/07/2020,1302,3,2,1,2,1,1,1,27,2,3,0,0,0,0,0,0,0,0,0
7770995,2,07/07/2020,1740,6,1,1,1,1,1,2,28,2,9,1,0,0,0,0,0,0,0,0
7780003,1,08/07/2020,1,3,2,4,2,1,2,1,22,3,9,0,0,0,0,0,0,0,0,0
7780025,1,07/07/2020,2330,6,2,7,2,1,1,1,43,3,3,0,0,0,0,0,0,0,0,0
7780447,1,08/07/2020,1054,3,1,1,1,1,3,2,30,3,9,0,0,0,0,0,0,0,0,0
7781412,2,08/07/2020,1430,6,1,1,1,1,1,1,21,3,9,1,0,0,0,0,0,0,0,0
7790346,1,09/07/2020,858,3,2,1,2,1,1,1,37,3,9,0,0,0,0,0,0,0,0,0
7790760,2,09/07/2020,725,3,1,1,1,1,2,2,27,3,8,21,0,0,0,0,0,0,0,0
7791638,2,09/07/2020,2038,1,2,1,2,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
77A0434,1,10/07/2020,1005,3,1,1,1,1,3,2,48,2,9,0,0,0,0,0,0,0,0,0
77A0799,1,10/07/2020,1240,6,1,1,1,1,3,2,20,3,8,0,0,0,0,0,0,0,0,0
77A0840,2,10/07/2020,1410,6,2,1,2,1,3,2,6,3,9,9,0,0,0,0,0,0,0,0
77A1628,1,10/07/2020,1400,6,1,1,1,1,1,1,15,2,2,0,0,0,0,0,0,0,0,0
77B0363,2,11/07/2020,605,3,1,1,1,1,1,1,59,3,9,1,0,0,0,0,0,0,0,0
77B1360,2,11/07/2020,1710,6,1,1,1,1,3,1,29,3,19,9,0,0,0,0,0,0,0,0
77B1360,2,11/07/2020,1710,6,1,1,1,2,3,2,-1,3,19,9,0,0,0,0,0,0,0,0
77B1971,2,11/07/2020,1600,3,1,1,1,1,1,1,32,3,9,1,0,0,0,0,0,0,0,0
77C0117,1,12/07/2020,54,6,1,4,1,1,1,1,20,3,9,0,0,0,0,0,0,0,0,0
77C0117,1,12/07/2020,54,6,1,4,1,2,2,2,18,2,9,0,0,0,0,0,0,0,0,0
77C0387,2,12/07/2020,356,2,1,1,1,1,1,1,24,3,9,21,0,0,0,0,0,0,0,0
77C1356,2,12/07/2020,1641,5,1,1,1,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
77C1484,2,12/07/2020,1745,6,1,1,1,1,1,1,46,3,3,9,0,0,0,0,0,0,0,0
77C1828,2,12/07/2020,2028,3,1,1,1,1,1,1,28,3,9,19,0,0,0,0,0,0,0,0
77C2144,1,12/07/2020,2245,4,1,4,1,1,1,1,19,2,3,0,0,0,0,0,0,0,0,0
77D0231,1,13/07/2020,401,6,1,4,1,1,1,2,28,2,9,0,0,0,0,0,0,0,0,0
77D0380,2,13/07/2020,820,3,2,1,1,1,1,1,25,3,9,1,0,0,0,0,0,0,0,0
77D0853,2,13/07/2020,1330,6,2,1,2,1,1,1,18,2,3,9,0,0,0,0,0,0,0,0
77E0210,2,14/07/2020,534,6,1,1,1,1,1,1,57,3,9,1,0,0,0,0,0,0,0,0
77E0714,2,14/07/2020,1210,6,1,1,1,1,1,1,35,3,9,1,0,0,0,0,0,0,0,0
77E1507,2,14/07/2020,1830,6,1,1,1,1,1,1,11,2,1,9,0,0,0,0,0,0,0,0
77H0436,1,16/07/2020,1630,6,1,1,1,1,3,1,42,3,9,0,0,0,0,0,0,0,0,0
77H0803,2,15/07/2020,55,6,2,4,1,1,1,1,59,3,9,9,0,0,0,0,0,0,0,0
77H0884,3,17/07/2020,1300,3,1,1,1,1,1,1,56,2,5,9,19,0,0,0,0,0,0,0
77H1298,1,17/07/2020,1600,6,1,1,1,1,1,1,41,2,1,0,0,0,0,0,0,0,0,0
77H1626,2,17/07/2020,1822,2,1,1,1,1,1,1,27,3,9,9,0,0,0,0,0,0,0,0
77I1296,2,18/07/2020,1613,3,2,1,1,1,1,1,19,3,9,9,0,0,0,0,0,0,0,0
77I1640,1,18/07/2020,1625,6,1,1,1,1,3,1,37,3,8,0,0,0,0,0,0,0,0,0
77I1709,2,18/07/2020,1845,3,1,1,1,1,1,1,19,3,8,1,0,0,0,0,0,0,0,0
77J0812,2,19/07/2020,1224,3,1,1,1,1,1,1,80,2,9,9,0,0,0,0,0,0,0,0
77J0812,2,19/07/2020,1224,3,1,1,1,2,1,1,54,2,9,9,0,0,0,0,0,0,0,0
77J0812,2,19/07/2020,1224,3,1,1,1,3,2,2,47,2,9,9,0,0,0,0,0,0,0,0
77J0870,2,19/07/2020,1250,6,1,1,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
77K0803,2,20/07/2020,1256,4,1,1,1,1,3,1,53,2,9,9,0,0,0,0,0,0,0,0
77K1172,2,20/07/2020,1430,6,1,1,1,1,1,1,36,3,9,1,0,0,0,0,0,0,0,0
77K1683,2,20/07/2020,1115,6,1,1,1,1,1,2,47,3,9,9,0,0,0,0,0,0,0,0
77K1683,2,20/07/2020,1115,6,1,1,1,2,2,2,21,3,9,9,0,0,0,0,0,0,0,0
77L0322,1,21/07/2020,800,4,1,1,1,1,2,2,-1,3,11,0,0,0,0,0,0,0,0,0
77L0703,2,21/07/2020,1246,6,1,1,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
77L0703,2,21/07/2020,1246,6,1,1,1,2,2,2,37,3,9,9,0,0,0,0,0,0,0,0
77M0766,1,22/07/2020,1,6,1,6,1,1,1,1,68,3,9,0,0,0,0,0,0,0,0,0
77M0944,1,22/07/2020,1415,6,1,1,1,1,3,1,60,3,19,0,0,0,0,0,0,0,0,0
77M1038,1,22/07/2020,1430,6,1,1,1,1,3,1,53,3,97,0,0,0,0,0,0,0,0,0
77N0459,2,23/07/2020,1014,3,1,1,1,1,1,1,54,2,9,9,0,0,0,0,0,0,0,0
77N0459,2,23/07/2020,1014,3,1,1,1,2,1,1,66,3,9,9,0,0,0,0,0,0,0,0
77N1443,2,23/07/2020,1815,6,1,1,1,1,1,2,13,3,1,9,0,0,0,0,0,0,0,0
77O0823,2,24/07/2020,1320,3,1,1,1,1,1,1,37,2,9,1,0,0,0,0,0,0,0,0
77O1213,2,24/07/2020,1610,3,1,1,1,1,2,2,56,3,5,9,0,0,0,0,0,0,0,0
77O1495,2,24/07/2020,1800,6,1,1,1,1,1,1,27,3,1,9,0,0,0,0,0,0,0,0
77O1524,2,24/07/2020,1820,3,1,1,1,1,1,1,48,2,9,1,0,0,0,0,0,0,0,0
77P0642,2,25/07/2020,1000,6,1,1,1,1,1,1,31,3,1,9,0,0,0,0,0,0,0,0
77P0834,2,25/07/2020,1225,6,1,1,1,1,2,2,20,3,19,9,0,0,0,0,0,0,0,0
77P1621,1,25/07/2020,1921,3,1,1,1,1,3,1,26,2,9,0,0,0,0,0,0,0,0,0
77P2273,2,25/07/2020,2332,6,1,4,1,1,1,1,47,2,8,1,0,0,0,0,0,0,0,0
77R0716,3,27/07/2020,1252,3,2,1,2,1,3,1,65,2,9,9,19,0,0,0,0,0,0,0
77R0896,1,27/07/2020,1433,6,1,1,1,1,3,1,38,3,9,0,0,0,0,0,0,0,0,0
77S0290,3,28/07/2020,810,3,1,1,1,1,1,1,21,3,9,9,9,0,0,0,0,0,0,0
77S0290,3,28/07/2020,810,3,1,1,1,2,1,2,61,3,9,9,9,0,0,0,0,0,0,0
77S1114,1,28/07/2020,1630,6,1,1,1,1,2,2,2,3,8,0,0,0,0,0,0,0,0,0
77U0031,2,29/07/2020,2130,6,1,1,1,1,1,1,24,3,9,4,0,0,0,0,0,0,0,0
77U1563,2,30/07/2020,1838,6,1,1,1,1,1,1,5,3,9,1,0,0,0,0,0,0,0,0
77V0631,3,31/07/2020,1123,2,1,1,1,1,2,1,40,3,9,20,9,0,0,0,0,0,0,0
77V1231,2,31/07/2020,1500,6,1,1,1,1,1,1,28,3,9,1,0,0,0,0,0,0,0,0
77V1309,2,31/07/2020,1520,6,1,1,1,1,1,2,55,2,9,1,0,0,0,0,0,0,0,0
77V1441,4,31/07/2020,1711,1,1,1,1,1,1,1,22,3,9,9,9,9,0,0,0,0,0,0
77V2028,2,23/07/2020,2045,6,1,1,1,1,1,1,30,3,9,9,0,0,0,0,0,0,0,0
7810022,2,01/08/2020,5,3,1,1,1,1,1,1,23,3,9,9,0,0,0,0,0,0,0,0
7810022,2,01/08/2020,5,3,1,1,1,2,2,1,22,3,9,9,0,0,0,0,0,0,0,0
7810946,1,02/08/2020,1225,6,1,1,1,1,2,1,20,3,11,0,0,0,0,0,0,0,0,0
7810993,3,01/08/2020,1247,6,1,1,1,1,1,1,24,3,9,9,8,0,0,0,0,0,0,0
7810993,3,01/08/2020,1247,6,1,1,1,2,1,1,44,3,9,9,8,0,0,0,0,0,0,0
7811825,2,01/08/2020,1905,3,1,1,1,1,1,1,22,3,9,9,0,0,0,0,0,0,0,0
7811825,2,01/08/2020,1905,3,1,1,1,2,2,2,22,3,9,9,0,0,0,0,0,0,0,0
7811825,2,01/08/2020,1905,3,1,1,1,3,2,1,22,3,9,9,0,0,0,0,0,0,0,0
7811825,2,01/08/2020,1905,3,1,1,1,4,2,1,22,3,9,9,0,0,0,0,0,0,0,0
7820710,1,02/08/2020,935,6,1,1,1,1,1,1,48,2,3,0,0,0,0,0,0,0,0,0
7821536,1,02/08/2020,1726,6,1,1,1,1,3,1,5,3,9,0,0,0,0,0,0,0,0,0
7830336,2,03/08/2020,745,3,1,1,1,1,1,2,50,3,9,9,0,0,0,0,0,0,0,0
7831546,3,03/08/2020,1833,3,1,1,1,1,1,1,44,3,19,19,90,0,0,0,0,0,0,0
7840341,2,04/08/2020,830,6,1,1,1,1,1,2,62,2,9,9,0,0,0,0,0,0,0,0
72K0910,2,20/02/2020,1425,6,2,1,5,1,1,1,45,3,8,9,0,0,0,0,0,0,0,0
72K1162,2,19/02/2020,1705,6,1,1,1,1,1,1,54,3,9,1,0,0,0,0,0,0,0,0
72L0195,1,21/02/2020,200,6,1,4,1,1,3,2,20,2,8,0,0,0,0,0,0,0,0,0
72L0721,2,21/02/2020,1250,3,1,1,1,1,1,2,37,3,9,9,0,0,0,0,0,0,0,0
72L0721,2,21/02/2020,1250,3,1,1,1,2,2,2,10,3,9,9,0,0,0,0,0,0,0,0
72L0721,2,21/02/2020,1250,3,1,1,1,3,1,2,63,3,9,9,0,0,0,0,0,0,0,0
72L1334,2,21/02/2020,1800,3,2,4,5,1,1,1,59,2,19,1,0,0,0,0,0,0,0,0
72M0642,2,22/02/2020,1053,2,1,1,1,1,1,2,56,3,9,9,0,0,0,0,0,0,0,0
72M0642,2,22/02/2020,1053,2,1,1,1,2,2,2,54,3,9,9,0,0,0,0,0,0,0,0
72M0677,2,12/02/2020,1119,3,1,1,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
72M1703,2,22/02/2020,2030,6,1,4,1,1,1,1,16,3,9,2,0,0,0,0,0,0,0,0
72N0965,1,23/02/2020,1419,3,1,1,4,1,3,2,82,3,9,0,0,0,0,0,0,0,0,0
72N1178,2,23/02/2020,1607,3,1,1,1,1,1,1,30,3,9,1,0,0,0,0,0,0,0,0
72O0251,2,24/02/2020,810,6,3,1,3,1,1,2,58,3,9,9,0,0,0,0,0,0,0,0
72O0277,1,24/02/2020,745,2,5,1,5,1,1,1,30,3,9,0,0,0,0,0,0,0,0,0
72O1401,1,24/02/2020,1500,6,2,1,1,1,2,2,31,3,11,0,0,0,0,0,0,0,0,0
72P1009,1,25/02/2020,1525,6,1,1,1,1,3,1,5,2,9,0,0,0,0,0,0,0,0,0
72P1424,2,25/02/2020,1825,6,2,4,1,1,1,2,32,2,9,1,0,0,0,0,0,0,0,0
72P1786,2,25/02/2020,2115,3,1,1,1,1,2,2,33,3,9,9,0,0,0,0,0,0,0,0
72P1931,1,25/02/2020,2330,6,2,4,1,1,3,1,62,2,11,0,0,0,0,0,0,0,0,0
72Q0857,1,26/02/2020,1430,6,1,1,1,1,2,2,72,2,9,0,0,0,0,0,0,0,0,0
72Q1443,1,26/02/2020,1900,6,1,4,1,1,3,1,54,2,9,0,0,0,0,0,0,0,0,0
72R0285,3,27/02/2020,815,3,2,1,1,1,1,1,37,3,9,1,1,0,0,0,0,0,0,0
72R0509,2,27/02/2020,1540,3,1,1,1,1,1,1,54,3,9,9,0,0,0,0,0,0,0,0
72R1665,1,27/02/2020,910,6,2,1,1,1,2,2,89,2,8,0,0,0,0,0,0,0,0,0
72S0227,2,28/02/2020,656,2,1,1,1,1,1,1,78,3,9,9,0,0,0,0,0,0,0,0
72S0273,2,02/02/2020,745,6,1,1,1,1,2,2,12,3,11,9,0,0,0,0,0,0,0,0
72S0771,2,28/02/2020,1306,6,2,1,1,1,1,1,22,3,9,1,0,0,0,0,0,0,0,0
72S0847,3,28/02/2020,1338,1,1,1,1,1,1,2,20,3,9,9,9,0,0,0,0,0,0,0
72S0894,1,28/02/2020,1410,6,2,1,6,1,3,2,7,2,9,0,0,0,0,0,0,0,0,0
72T0537,2,29/02/2020,1016,6,1,1,1,1,2,2,13,3,9,9,0,0,0,0,0,0,0,0
72T1524,1,29/02/2020,1955,3,2,4,2,1,3,1,43,2,9,0,0,0,0,0,0,0,0,0
72T1637,2,29/02/2020,230,3,1,4,1,1,2,2,25,3,9,8,0,0,0,0,0,0,0,0
72T1834,1,29/02/2020,2256,6,2,4,1,1,3,1,34,3,9,0,0,0,0,0,0,0,0,0
72T1900,1,29/02/2020,2335,3,1,4,1,1,3,2,20,2,8,0,0,0,0,0,0,0,0,0
7311776,2,01/03/2020,2240,6,1,4,1,1,1,1,18,3,9,9,0,0,0,0,0,0,0,0
7321275,1,02/03/2020,1500,3,1,1,1,1,3,2,12,3,11,0,0,0,0,0,0,0,0,0
7321519,1,02/03/2020,1128,6,1,1,1,1,3,1,59,2,9,0,0,0,0,0,0,0,0,0
7330377,2,03/03/2020,919,4,1,1,1,1,1,2,43,3,9,9,0,0,0,0,0,0,0,0
7330445,2,03/03/2020,1000,3,1,1,1,1,1,2,26,3,9,1,0,0,0,0,0,0,0,0
7331612,2,03/03/2020,1700,6,1,1,1,1,1,1,45,3,1,9,0,0,0,0,0,0,0,0
7332097,2,03/03/2020,2357,3,1,4,1,1,2,2,19,2,9,9,0,0,0,0,0,0,0,0
7340095,2,28/02/2020,1745,6,1,1,1,1,2,2,61,3,9,9,0,0,0,0,0,0,0,0
7340894,2,04/03/2020,830,3,1,1,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
7340894,2,04/03/2020,830,3,1,1,1,2,2,2,21,3,9,9,0,0,0,0,0,0,0,0
7351793,2,05/03/2020,2015,3,1,4,1,1,1,1,47,3,9,5,0,0,0,0,0,0,0,0
7352055,2,05/03/2020,1905,6,1,4,1,1,1,1,43,3,9,9,0,0,0,0,0,0,0,0
7361024,2,06/03/2020,1452,3,1,1,1,1,1,1,33,3,9,3,0,0,0,0,0,0,0,0
7361241,2,06/03/2020,1636,1,2,1,1,1,1,2,48,3,9,9,0,0,0,0,0,0,0,0
7371680,2,07/03/2020,2002,6,2,4,4,1,1,1,55,3,9,9,0,0,0,0,0,0,0,0
7372140,1,07/03/2020,2330,6,1,4,1,1,3,1,18,2,9,0,0,0,0,0,0,0,0,0
7380743,2,08/03/2020,1233,6,2,1,1,1,1,1,42,3,9,8,0,0,0,0,0,0,0,0
7390163,2,09/03/2020,530,3,2,4,1,1,1,1,28,3,9,9,0,0,0,0,0,0,0,0
7391477,2,09/03/2020,1812,6,2,7,8,1,1,1,39,3,9,1,0,0,0,0,0,0,0,0
7391497,1,09/03/2020,1843,3,2,4,2,1,3,2,21,2,21,0,0,0,0,0,0,0,0,0
7391543,1,09/03/2020,1900,3,2,4,2,1,3,1,15,2,9,0,0,0,0,0,0,0,0,0
7391630,1,09/03/2020,1830,6,2,4,2,1,3,2,39,3,9,0,0,0,0,0,0,0,0,0
7391692,2,09/03/2020,2014,3,2,4,1,1,1,2,42,2,9,9,0,0,0,0,0,0,0,0
7391705,2,09/03/2020,2018,6,2,4,1,1,1,2,23,2,9,1,0,0,0,0,0,0,0,0
7391840,1,09/03/2020,1500,6,1,1,1,1,3,1,12,3,9,0,0,0,0,0,0,0,0,0
73A0241,2,10/03/2020,615,3,1,1,1,1,1,1,57,3,9,1,0,0,0,0,0,0,0,0
73A1728,2,10/03/2020,1840,6,1,4,1,1,1,2,25,3,9,1,0,0,0,0,0,0,0,0
73A1785,2,10/03/2020,2037,6,1,4,1,1,1,2,48,3,9,9,0,0,0,0,0,0,0,0
73B0217,2,11/03/2020,734,3,1,1,1,1,1,1,74,3,9,9,0,0,0,0,0,0,0,0
73B0811,2,11/03/2020,1341,3,1,1,1,1,2,2,3,3,9,9,0,0,0,0,0,0,0,0
73B1117,2,11/03/2020,1556,3,2,1,1,1,1,2,45,3,11,9,0,0,0,0,0,0,0,0
73B1343,3,11/03/2020,1738,3,1,1,1,1,1,1,20,3,9,9,9,0,0,0,0,0,0,0
73C0211,1,12/03/2020,701,3,1,1,1,1,3,2,38,3,9,0,0,0,0,0,0,0,0,0
73D0658,1,08/03/2020,1755,6,2,1,2,1,3,2,86,2,8,0,0,0,0,0,0,0,0,0
73D1028,1,13/03/2020,1520,6,1,1,1,1,3,1,10,3,9,0,0,0,0,0,0,0,0,0
73D1034,1,13/03/2020,1530,6,1,1,1,1,3,1,11,3,4,0,0,0,0,0,0,0,0,0
73D1038,1,13/03/2020,1535,6,1,1,1,1,3,1,40,3,9,0,0,0,0,0,0,0,0,0
73D1087,2,13/03/2020,1630,6,1,1,1,1,1,2,44,3,9,9,0,0,0,0,0,0,0,0
73D1095,2,13/03/2020,1555,1,1,1,1,1,1,2,25,3,21,9,0,0,0,0,0,0,0,0
73D1575,2,13/03/2020,1918,6,1,1,1,1,2,2,59,3,9,8,0,0,0,0,0,0,0,0
73E0214,1,14/03/2020,350,2,1,4,1,1,1,1,35,3,9,0,0,0,0,0,0,0,0,0
73E1955,2,14/03/2020,2320,6,1,4,1,1,1,1,57,3,9,9,0,0,0,0,0,0,0,0
73F1563,1,15/03/2020,2040,6,1,4,1,1,1,1,22,3,9,0,0,0,0,0,0,0,0,0
73F1798,2,15/03/2020,2315,6,1,4,1,1,1,2,62,3,22,9,0,0,0,0,0,0,0,0
73G0393,1,16/03/2020,941,3,1,1,1,1,1,1,61,2,9,0,0,0,0,0,0,0,0,0
73G0603,3,16/03/2020,1201,3,1,1,1,1,1,1,76,3,9,9,19,0,0,0,0,0,0,0
73G0603,3,16/03/2020,1201,3,1,1,1,2,2,1,26,3,9,9,19,0,0,0,0,0,0,0
73G0603,3,16/03/2020,1201,3,1,1,1,3,1,1,50,3,9,9,19,0,0,0,0,0,0,0
73G1345,2,16/03/2020,1700,3,1,1,1,1,1,1,50,3,9,1,0,0,0,0,0,0,0,0
73H0540,2,17/03/2020,1146,6,1,1,1,1,1,1,66,3,9,9,0,0,0,0,0,0,0,0
73H0540,2,17/03/2020,1146,6,1,1,1,2,2,2,41,3,9,9,0,0,0,0,0,0,0,0
73H0897,2,17/03/2020,1500,6,1,1,1,1,1,2,40,3,9,9,0,0,0,0,0,0,0,0
73I0887,1,18/03/2020,1515,6,1,1,1,1,3,1,15,2,9,0,0,0,0,0,0,0,0,0
73I1300,2,18/03/2020,1833,6,1,1,1,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
73I1300,2,18/03/2020,1833,6,1,1,1,2,2,1,6,3,9,9,0,0,0,0,0,0,0,0
73J0243,2,19/03/2020,740,3,1,1,1,1,1,1,29,3,9,1,0,0,0,0,0,0,0,0
73J0687,2,19/03/2020,1259,6,1,1,1,1,1,1,48,2,9,1,0,0,0,0,0,0,0,0
73J1577,2,19/03/2020,1600,6,1,1,1,1,1,1,28,3,9,9,0,0,0,0,0,0,0,0
73J1577,2,19/03/2020,1600,6,1,1,1,2,1,1,26,3,9,9,0,0,0,0,0,0,0,0
73J1648,1,19/03/2020,1535,6,1,7,1,1,3,1,64,2,9,0,0,0,0,0,0,0,0,0
73L0899,1,21/03/2020,1445,6,1,1,1,1,3,1,21,3,11,0,0,0,0,0,0,0,0,0
73L1343,3,21/03/2020,1854,3,1,4,1,1,1,2,21,3,9,9,9,0,0,0,0,0,0,0
73L1343,3,21/03/2020,1854,3,1,4,1,2,2,1,22,3,9,9,9,0,0,0,0,0,0,0
73M0006,1,22/03/2020,0,6,1,4,1,1,1,1,19,3,9,0,0,0,0,0,0,0,0,0
73M0505,2,22/03/2020,1215,3,1,1,1,1,1,1,52,3,1,9,0,0,0,0,0,0,0,0
73M0684,2,22/03/2020,1415,3,1,1,1,1,1,1,29,2,4,9,0,0,0,0,0,0,0,0
73M0895,1,22/03/2020,1615,6,1,1,1,1,1,1,46,2,5,0,0,0,0,0,0,0,0,0
73M1407,2,22/03/2020,2134,1,1,1,1,1,1,1,33,3,9,9,0,0,0,0,0,0,0,0
73N0491,2,23/03/2020,1200,2,1,1,1,1,1,2,59,3,21,9,0,0,0,0,0,0,0,0
73O0587,2,24/03/2020,1248,3,1,1,1,1,1,1,64,3,9,9,0,0,0,0,0,0,0,0
73O0587,2,24/03/2020,1248,3,1,1,1,2,1,2,60,3,9,9,0,0,0,0,0,0,0,0
73P0209,2,25/03/2020,818,3,1,1,1,1,1,2,63,3,1,9,0,0,0,0,0,0,0,0
73P1113,2,25/03/2020,1610,3,1,1,1,1,1,1,66,2,9,1,0,0,0,0,0,0,0,0
73P1774,2,25/03/2020,2100,6,1,4,1,1,1,1,34,2,1,9,0,0,0,0,0,0,0,0
73Q0405,2,24/03/2020,1615,6,1,1,1,1,1,1,41,2,9,1,0,0,0,0,0,0,0,0
73Q0473,2,28/03/2020,1032,6,1,1,1,1,1,1,35,3,4,9,0,0,0,0,0,0,0,0
73Q1497,2,26/03/2020,1800,6,1,1,1,1,1,1,48,3,9,1,0,0,0,0,0,0,0,0
73R0293,1,26/03/2020,1300,6,1,1,1,1,1,1,55,2,1,0,0,0,0,0,0,0,0,0
73S0331,1,28/03/2020,930,6,1,1,1,1,1,1,47,2,3,0,0,0,0,0,0,0,0,0
73S1378,1,28/03/2020,1948,6,2,4,2,1,3,1,28,3,9,0,0,0,0,0,0,0,0,0
73U1506,2,30/03/2020,2024,6,1,4,1,1,1,2,25,3,9,9,0,0,0,0,0,0,0,0
7411373,2,01/04/2020,1900,3,1,1,1,1,1,1,38,3,9,9,0,0,0,0,0,0,0,0
7411373,2,01/04/2020,1900,3,1,1,1,2,1,1,26,3,9,9,0,0,0,0,0,0,0,0
7440841,2,04/04/2020,1425,6,1,1,1,1,1,1,40,3,9,8,0,0,0,0,0,0,0,0
7450394,2,05/04/2020,1020,3,1,1,1,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
7470290,2,07/04/2020,705,3,1,1,1,1,1,1,56,1,9,5,0,0,0,0,0,0,0,0
7491551,2,09/04/2020,1616,6,1,1,1,1,1,1,25,3,9,9,0,0,0,0,0,0,0,0
7491817,2,09/04/2020,1720,6,1,1,1,1,1,1,45,3,9,9,0,0,0,0,0,0,0,0
74A2107,2,09/04/2020,1630,6,1,1,1,1,1,1,37,3,9,1,0,0,0,0,0,0,0,0
74B2807,1,11/04/2020,2100,6,1,4,1,1,1,1,19,3,9,0,0,0,0,0,0,0,0,0
74B2807,1,11/04/2020,2100,6,1,4,1,2,2,1,20,2,9,0,0,0,0,0,0,0,0,0
